student_id,name,class,attendance,quiz_1,quiz_2,assignment_1,assignment_2,lab_score,prior_gpa,support_needed,average_score,performance_consistency,low_performance_indicator
STU1153,Student_153,IT101,64.79962917632264,42.74615730777685,44.4592734514285,53.09930640704909,55.21502846951164,51.97956800798335,3.139517671017538,Yes,41.773141885794494,19.56454156706797,1
STU1154,Student_154,IT101,78.48380545741506,41.91200919689994,48.47874189821274,60.01526090402499,68.52186313913026,71.11544105825202,6.937766915067291,Yes,49.496847185264535,23.705668011593257,0
STU1155,Student_155,CS301,79.39608709948021,86.22446583120524,72.58402319189558,66.2042989513093,57.48145888902437,45.13136306269776,5.942184268734041,No,55.59463236581104,27.99213048228293,0
STU1156,Student_156,CS102,64.28472872960448,45.57033625568514,54.70512831269436,49.52880303197057,50.67975682864232,55.985894593639344,5.053086276808582,Yes,43.587167549906724,19.2444990393813,1
STU1157,Student_157,CS102,100.0,70.2089393786942,68.11849654822277,81.68460976269614,81.24803619676064,48.16132199209374,5.643860042666141,No,59.1775439868556,28.922376862545136,0
STU1158,Student_158,IT101,82.10749381367681,57.17811810347792,80.0748062555588,76.50445820132609,67.18269070748286,72.09444390308875,7.664112707749455,No,60.116438313113974,26.907948173959195,0
STU1159,Student_159,IT101,57.13044754196027,41.68881393445864,48.45670582177824,39.95393531112236,55.8829687704604,41.95476495691608,9.492961242372347,Yes,39.57169167285135,15.874751125216768,1
STU1160,Student_160,CS301,84.84830412950744,57.55650247037765,60.88008889525575,77.5503195861442,76.85297258315262,68.78229844531319,7.96977671079747,No,58.26532644850681,25.942243490609822,0
STU1161,Student_161,CS102,60.379774946590175,37.07020503198743,30.19347575351386,56.25653109174654,44.61185057435616,28.069414919402323,6.59024491767639,Yes,33.798620381447115,16.841042278875932,1
STU1162,Student_162,IT101,86.80626905613678,53.64377068093562,84.9915195269496,68.4201064128045,75.92514470973546,45.22485362875638,8.183856292756055,No,56.06487520865627,27.567345108632228,0
STU1163,Student_163,CS102,92.37893368511106,64.21139675298961,56.447477988052256,54.30167764759455,83.12461301883086,75.69951477335904,6.811364534671513,No,56.766007452582976,26.87127961285467,0
STU1164,Student_164,IT101,62.68976522472434,38.77275995935574,36.70235780376494,46.34139041284193,60.43386799562503,31.99249291007683,6.458099446255283,Yes,36.7834947546533,17.87311155000648,1
STU1165,Student_165,CS101,89.45064193866483,53.05077242750403,76.23493961107464,83.16221302901573,90.171083550237,70.90226939272443,5.768455997650523,No,63.21495566803438,30.84331897229029,0
STU1166,Student_166,CS201,81.19171390404748,58.1303876224587,80.70255336525656,64.7677014060669,60.77123309758549,34.63414740292777,4.872256789872422,Yes,50.64637994736131,26.88110951711328,0
STU1167,Student_167,CS101,87.33090239991735,57.79152310662466,77.58715624075808,61.13772534827725,67.14997522275476,75.94599555684606,6.915114440160832,No,57.75458165257027,26.10988482299322,0
STU1168,Student_168,IT101,100.0,92.55989482874033,80.6390912005236,74.95225078771783,72.42422141085383,45.34953370462982,7.737080234880198,No,62.277012027890926,30.91598344068342,0
STU1169,Student_169,CS201,71.31917825995694,21.563676532988094,57.73112278637869,63.05057555988234,58.95229111616132,57.801340323635664,7.355064494977666,Yes,44.4090118023373,23.709712488537566,1
STU1170,Student_170,CS201,63.69395753463765,55.01412893551365,53.20620958701344,54.437528495288085,57.11028495423276,52.55555229824718,6.876049608078962,Yes,46.53329231306234,19.492391602923444,1
STU1171,Student_171,IT101,61.65728355561715,54.68463269617432,50.92231019260758,47.852636425589246,58.49632744763282,34.567886972436945,6.081380908954828,Yes,42.100862440565955,19.4535968924525,1
STU1172,Student_172,IT101,62.76284572551842,24.41421131504848,48.8369716903317,47.907982183706814,52.87172862873357,51.23992073548126,8.412369287527452,Yes,38.947197306804874,18.25754818588694,1
STU1173,Student_173,CS102,73.84347435878844,47.89464566616984,56.152062923874105,56.18190120365436,60.40508796675106,55.53682437003516,5.524302120080122,Yes,46.949137375094104,20.696181786272046,1
STU1174,Student_174,IT101,80.11727962224965,51.618270976957454,59.58648060365152,56.70372423001199,69.31553142890256,47.44798700262164,8.664041870765214,Yes,48.88933935215173,21.07283505655843,0
STU1175,Student_175,CS301,79.15036198995028,38.69449437166461,53.39511447882256,76.10604664908742,60.66762139372237,39.43975972670683,5.9966744716099125,Yes,45.71661851526895,23.968280156095865,1
STU1176,Student_176,IT101,87.40774873554035,50.98734327619022,63.10249389214531,67.10886832991766,92.5607739811172,26.875685450951668,6.371347143970448,No,51.16775201238209,30.681572499341275,0
STU1177,Student_177,CS301,75.1950283781686,40.11005253233129,43.66607771498286,69.30844965395518,51.82696246578151,57.89490891054371,5.299822214076484,Yes,44.6843789152785,21.931640011716034,1
STU1178,Student_178,IT101,96.80301115735976,93.20586610296914,71.65030116903753,92.16920640069976,84.07090391576179,37.46658378310613,6.747896779671545,No,64.21845969187432,34.89812100245723,0
STU1179,Student_179,CS102,71.03014750143066,59.69030939287633,46.25063341011977,63.91513503591806,74.74933019988543,51.07556576094586,8.962968687716968,Yes,50.77399041457707,22.784734310612652,0
STU1180,Student_180,CS301,100.0,89.07332642491238,63.964106827842286,75.68379687281951,85.06799844559998,64.73103567835501,8.273442132665934,No,64.46561773036585,29.372529751039494,0
STU1181,Student_181,CS101,84.3850102164751,68.20425282611754,64.80679464065335,70.91488495295539,70.12361409299082,70.53140116029205,8.967633168042052,No,58.92476347350853,24.577686580862082,0
STU1182,Student_182,CS301,62.14263665375576,32.97550756032428,55.25724672046779,49.56375144534781,50.59998105236674,39.74586491208887,8.283213818900904,Yes,39.404260918249406,17.261759420884818,1
STU1183,Student_183,CS102,58.93661252908332,36.61861161575093,49.61470639551061,41.82317738250034,49.03295318457074,37.37232146385777,5.844495257204446,Yes,36.71771088323247,16.10997984559784,1
STU1184,Student_184,CS301,82.23708622864778,63.60267105852449,48.76247531525558,68.45710520491839,81.19142913343475,69.603343203409,7.003816163508664,No,56.436806679841816,26.398871638967233,0
STU1185,Student_185,IT101,71.64805822011223,37.01917809349232,46.6455502305589,48.87085541600514,45.05328838731688,54.95489218906554,6.3297013063238055,Yes,39.81224427046043,17.40346366483611,1
STU1186,Student_186,IT101,85.71000741138138,69.16367029812376,72.34585610802444,78.74760684784366,85.99656768997119,65.41655107462462,9.49586235605856,No,63.52768572910771,27.45551622401381,0
STU1187,Student_187,CS102,82.09856436860318,54.50943953250785,53.50784282447778,61.86441018598068,58.09329591945659,65.17423414362113,5.704817030360532,Yes,49.80900660606742,22.04997695862651,0
STU1188,Student_188,CS201,73.9075663101469,47.57998236384363,53.77046578972395,60.61277510865234,60.8506688931601,29.037216713114383,8.840546534083666,Yes,43.448609233763015,20.622587012694897,1
STU1189,Student_189,IT101,62.29809422897392,50.25238362410715,50.15029042131808,51.60330483472984,50.2792691603251,53.0379644597317,8.839430805163154,Yes,44.0271072175625,17.2748595231337,1
STU1190,Student_190,CS101,52.27729162971203,40.07783654503902,34.14572617579195,40.46834822229853,47.51249497759767,42.99774609254784,10.0,Yes,35.86702533554583,13.397261776613737,1
STU1191,Student_191,CS102,68.30227571899468,44.113371415845805,51.946445476727,58.64907275429468,47.14138134958514,33.923238729919866,6.885470111055754,Yes,40.44316330623804,18.38883020266183,1
STU1192,Student_192,CS301,87.84598191485209,76.76855708134917,54.165608486085446,66.10494772878573,78.72908579424161,57.20388956516599,8.568483239370243,No,56.92342864916637,25.688523019393223,0
STU1193,Student_193,CS301,78.21140616195306,42.06526186311093,53.95517371609228,69.38366361148651,82.31210545210394,54.13312866581327,10.0,No,51.97488888476783,24.867986159324243,0
STU1194,Student_194,CS101,56.31391831932018,44.62260494243714,44.03625611141984,37.471395678168136,40.19026361645614,37.90493463732205,6.573537484599455,Yes,35.13316541173379,14.308676400150063,1
STU1195,Student_195,IT101,77.59771388776772,61.22189497978327,45.83701821986606,63.05884775570407,67.43013329630021,59.499753754310376,5.19743962870146,Yes,50.37418127244424,23.2992663538617,0
STU1196,Student_196,CS102,80.77976069593255,52.79506939334346,64.14296491445388,80.28643061177928,63.31532040080443,79.67092570803881,4.679984949138355,No,57.48178266292637,27.931368286405053,0
STU1197,Student_197,CS101,61.74213845698301,46.23991945208818,46.1853558727051,43.21745125092095,55.11033637361837,56.57761513551475,8.569068043291997,Yes,42.64995768802323,17.529726938404252,1
STU1198,Student_198,IT101,77.30587658918292,39.60634885216402,62.25047946518072,56.60533436631298,65.85801867259141,33.82566260735496,4.6752746879121245,Yes,43.8035197752527,22.972902042510906,1
STU1199,Student_199,CS102,75.87313077669,63.62751497410504,58.60375472018124,64.59768436978584,59.62499914604115,62.55087108903202,6.941521420593116,No,52.65772428662307,22.515073659840358,0
STU1200,Student_200,CS301,57.85544553254066,38.8941725502043,51.28387938391433,47.32333482639683,51.99973554307902,55.876017729730336,8.155969780558442,Yes,42.25551830231388,17.673368083541863,1
STU1201,Student_201,CS102,80.36681040522424,49.955330000982,61.28149719015747,67.1113505952477,82.8127590888662,62.47408069272785,7.777763305244871,No,55.23546347887102,25.57580554384498,0
STU1202,Student_202,CS201,83.41176789552351,71.51319463673187,58.97707838870351,70.80981065215423,69.30764043460171,76.58835872770075,8.138167296276258,No,59.22237502269471,25.68376658201569,0
STU1203,Student_203,CS102,91.24576864762916,54.23178083798811,69.5502394525085,78.78817974571038,84.12639001763944,100.0,7.833434783701281,No,65.75500413959129,32.193750666636205,0
STU1204,Student_204,CS201,90.80703078052356,44.3801933025572,73.03880116996316,82.72247939498492,65.44214843414245,82.15692639909697,9.418298719970087,No,59.52647457011913,28.312574169406716,0
STU1205,Student_205,CS102,54.33495948064363,25.347564175979176,41.01670060461958,45.69471559637716,40.98792238052508,40.74370612492445,6.071525428891805,Yes,33.31035571855288,15.04871937341409,1
STU1206,Student_206,CS201,60.93262440127316,48.19170359320787,45.94680412834873,47.27605331573816,54.67122617057104,55.38883377239241,6.484507292312204,Yes,42.993188045428404,18.31394946243469,1
STU1207,Student_207,CS301,82.7255290081299,42.019240974272094,56.236883382785045,71.7443247293991,82.59412801391866,60.30505483364731,6.341010832093764,No,53.206773794352664,26.789494840931294,0
STU1208,Student_208,IT101,82.70678926368313,79.66476137615591,56.54745129870351,81.87874489247223,73.24193470386749,58.29014127732409,8.745287717793914,No,59.7280535443862,27.13734203647166,0
STU1209,Student_209,CS201,82.72571529459071,32.07363578720981,50.441134032383694,65.0833500815026,67.72706305002774,52.09380190338942,8.850597882592595,Yes,46.04493045618431,22.21309162470265,1
STU1210,Student_210,CS201,100.0,95.44684552435058,92.4957674318694,70.25470695329358,84.99291405423354,100.0,8.176837978977762,No,75.22784532378748,34.45743753925847,0
STU1211,Student_211,CS301,83.5633576603975,61.13934957494479,52.278379403336,76.10182392097195,60.580027141834,44.81622089595156,9.275240500334892,Yes,50.698506906228864,22.825286148035786,0
STU1212,Student_212,CS201,92.03348460270898,63.088312518065706,62.648065466783066,72.51887788224921,83.79202711032546,92.6292675008666,5.732938698935429,No,63.40158152953757,30.592454235836662,0
STU1213,Student_213,CS101,89.31002645239803,55.21700780808005,60.56642265014053,52.04390369923511,83.79364139813123,71.4455941394501,10.0,No,55.511094949172836,25.15048588846519,0
STU1214,Student_214,CS301,84.77086876958697,64.41487541435222,71.16450326885638,75.00036219429175,68.22282942648972,35.61552811618926,9.784857932568388,No,54.033826058791284,25.84319879901011,0
STU1215,Student_215,CS101,70.27096133039481,48.79297892345975,50.63058125402896,52.454966438892,56.42728577194922,54.35668678146581,8.60343299586862,Yes,45.2109886942774,18.134167193057618,1
STU1216,Student_216,CS301,86.38453830739901,74.76541036893157,75.56696601801302,68.32556306658938,75.72363437273725,24.18721275582229,10.0,No,54.76146443034892,29.647251654552893,0
STU1217,Student_217,CS201,63.40762178193643,45.471770778865874,43.28527245887877,52.83110574952537,51.12734252988905,52.31773039791379,5.015065188483339,Yes,41.67471451725937,18.374071137090674,1
STU1218,Student_218,CS101,71.44772089889986,51.624212374761086,55.57914037767375,58.51925351433834,60.25806030485486,62.662959014733225,6.713327795606022,Yes,49.22615889699455,21.175759235857335,0
STU1219,Student_219,CS201,67.71954678256344,43.71013461543527,45.13272770163252,58.980012978122936,71.7808355583619,39.38086737765254,6.397044808977071,Yes,44.23027050669703,22.05694079139751,1
STU1220,Student_220,CS301,76.22811209079484,52.70854985534292,73.52315088443419,57.662859285654726,62.91086499659832,55.2432399867287,8.582218985636015,No,51.77181399906581,22.406128259346346,0
STU1221,Student_221,CS201,100.0,74.6170265333809,63.12401580970487,85.13105798176083,81.41659847978778,100.0,5.924788890596782,No,68.36891461587186,32.916724535177934,0
STU1222,Student_222,CS101,46.99102211112378,20.83933136482577,36.69914576781907,36.37318132237757,36.89950366380734,28.14060456526652,8.636242724006228,Yes,27.931334901350414,11.412346116595003,1
STU1223,Student_223,CS101,85.2939028556177,42.45693253526569,69.37615751314915,74.53672522304724,78.84732119957967,41.64205982623594,9.555804215995073,No,52.73583341887879,26.560239462034062,0
STU1224,Student_224,CS201,50.80926193215522,41.23118835820358,40.20942912208668,43.77404631369924,42.26708599378425,50.622928134710754,8.542804350126,Yes,37.77458037876842,14.789385350162593,1
STU1225,Student_225,CS102,67.92102201315849,49.28551868686733,49.68227379412893,47.98322234317366,53.3222606681266,74.20490096336795,7.925626535492252,Yes,47.067300498526116,21.54178273232938,1
STU1226,Student_226,CS301,91.33425895451047,61.41338401529477,67.314986475172,82.98614434547815,89.70215257546013,64.00148955806978,6.018189988648876,No,61.90605782635395,29.578156714556197,0
STU1227,Student_227,CS301,75.96420028643195,53.38498804801929,57.305960558050415,56.6999567800606,75.3534709396766,68.54193632131891,6.229723550811953,No,52.919339366322966,24.33527629706448,0
STU1228,Student_228,CS201,58.83382833106041,44.25111418938215,43.260502195482026,51.82117604341308,46.47623238214193,56.96851257666148,9.374428357945,Yes,42.02532762417095,16.80255326365823,1
STU1229,Student_229,CS102,64.27044436110047,39.78572187751711,54.39772718550475,53.776927372930274,42.63354249776604,35.44535274149981,8.669023505857998,Yes,39.118049196845995,16.74388015699629,1
STU1230,Student_230,CS101,85.19396623402014,49.689746389458655,82.72779687122495,83.81538879649717,80.9982800261451,51.36675057351347,7.441470720933684,No,59.33990556296217,29.884016581984497,0
STU1231,Student_231,IT101,64.04450052424295,46.71257209838617,44.46294710146268,49.80442369687791,50.05314792212662,60.59729904757321,6.873135681351164,Yes,43.08392092462963,18.58355986458819,1
STU1232,Student_232,IT101,78.24687884372962,43.289622761503736,47.966878354506825,59.86420817258965,72.6962455640142,81.14223681382256,4.461288190332935,No,51.57007997612831,27.167654268066656,0
STU1233,Student_233,CS201,75.6835775985572,57.6132086865312,56.09453307322273,60.399887553932,49.42059044227287,61.49867177093973,5.893721371973342,Yes,48.486768816478644,21.295265725862798,0
STU1234,Student_234,CS102,65.22599478591275,29.000289956249237,65.74590687013566,50.20327553529593,61.264150501408864,34.180843063319685,10.0,Yes,41.732410987734895,21.241334093126977,1
STU1235,Student_235,CS102,100.0,85.43733455988465,66.9632543203027,87.9994190194205,72.8882807071922,100.0,5.5793166434963,No,69.81126754171606,33.55492541368923,0
STU1236,Student_236,CS301,84.50878533477017,65.14694561298862,77.23356602606631,53.9477836435482,78.00806634140918,50.181808609898816,7.784219731831621,No,55.383731660957125,25.99781380892535,0
STU1237,Student_237,CS101,44.62286120013589,32.94971973470449,40.95352695629072,30.9964565262496,37.99312253261204,28.245041501668084,9.011165959792798,Yes,30.02483886855296,11.288674542278473,1
STU1238,Student_238,CS102,77.79681472154141,65.92530456605974,54.04087085393798,53.93028517231142,58.70594768667264,59.78432892147154,5.617615997996561,Yes,49.66739219974164,22.027482670023005,0
STU1239,Student_239,IT101,65.07320302847418,61.8079056194192,52.50745741451462,58.24251830997903,52.66350691109846,65.77808143913019,7.777065712171625,Yes,49.796089234385526,21.223675040532548,0
STU1240,Student_240,CS101,87.78650002194335,74.80774967560626,80.13499903565811,85.24607610452466,80.64347454232082,76.44406243222852,8.906873306265982,No,67.69720584943406,29.029770766445548,0
STU1241,Student_241,CS101,63.11218892350949,26.75129190562318,44.94138353109756,49.83054925748261,54.31368365807912,49.41514621379408,7.518748982860876,Yes,38.795133924822906,18.091065243647805,1
STU1242,Student_242,CS201,73.27895337799652,37.23035823125001,53.46739946183572,57.386054784113824,66.56962752625095,58.08512708441461,10.0,Yes,47.12309451464419,20.59078794268874,1
STU1243,Student_243,CS102,82.57480918470685,50.0632252050527,57.12788784096063,66.63830174797017,86.50900822012849,58.5210095212888,4.997101111682707,No,53.976088941180585,27.068669567522956,0
STU1244,Student_244,CS201,87.98632791255181,61.93477789370125,57.0612740885927,80.61200286281777,61.02519118742233,71.41215880786181,9.08809279482582,No,56.85558293920361,24.904701028033518,0
STU1245,Student_245,CS102,56.99555389416336,44.3225271159065,39.046072089414544,40.31094256146267,57.663613457533145,11.06215217856441,7.240797393905304,Yes,33.27435079946443,19.853727074238495,1
STU1246,Student_246,CS301,69.98248146238578,41.36933408110201,43.921423393813626,57.65415046145311,60.21541798934873,44.836271822478544,8.657880232255012,Yes,42.77574633007517,18.423214598988647,1
STU1247,Student_247,CS201,67.87582033258566,49.41461633527163,51.1382095862267,60.919890176856086,51.59387682452034,50.78905909215463,8.16196072754887,Yes,45.33626879042972,18.67599770586196,1
STU1248,Student_248,CS201,65.20006151139432,38.25239100986192,43.8798159308307,55.42718627942336,46.74639926192236,30.630805247481423,6.4002657043350055,Yes,36.88947723897579,17.08970995839101,1
STU1249,Student_249,IT101,100.0,60.82723295512078,77.33785911790747,81.89581616598744,83.10879609222967,77.7264663562312,7.84349458868901,No,64.78994421269425,29.02273649536094,0
STU1250,Student_250,CS201,81.07472566441433,39.64560858562396,48.191662980469175,72.97573426476295,76.38576981303741,53.4368183355465,4.713147822902569,Yes,49.224790300390424,26.05256884793328,0
STU1251,Student_251,CS102,56.08674068497432,31.49354692952662,43.920854891930375,29.707843685109783,46.95834813830704,58.95250053352105,8.404871250857092,Yes,36.57299423820866,17.48749932693455,1
STU1252,Student_252,IT101,88.76792920582164,44.13961393708271,73.97501088987654,77.03170220210666,88.8669492116709,90.06429116552184,7.947237698985789,No,63.670800850874066,31.946002583290056,0
STU1253,Student_253,CS201,100.0,55.36190120534001,55.062643574285445,73.45924316872576,70.48824309948441,60.68388861763674,8.457990252964654,No,53.918984986406166,23.54662578682493,0
STU1254,Student_254,CS201,90.4869789082672,77.64201468976539,71.24995907583,55.824739093950726,76.80454283515022,60.61111547076568,9.087177487630726,No,58.536591442182136,25.757590320935638,0
STU1255,Student_255,CS301,52.2094505106898,29.11147621227658,45.566680233621625,44.43652109063539,37.839355578486426,35.774463004079394,8.051429760314566,Yes,33.46332097990233,13.828204875517141,1
STU1256,Student_256,CS201,67.73648890700623,74.16179001498337,42.60868313585102,63.49387180624949,60.03913026932129,41.296776815578255,7.722134129697414,Yes,48.220397695280134,23.51788470407008,1
STU1257,Student_257,CS101,94.00366723779932,72.75862083598805,86.22554423669183,73.91086734710034,88.24018386174014,69.46917980678697,6.178397495008062,No,66.13046559721924,30.339796976338466,0
STU1258,Student_258,IT101,64.38495801571828,46.85457052058519,50.98657064437078,57.6430451841654,52.01814127128325,35.3050787771229,6.431668854526423,Yes,41.53984587534233,18.751272083753623,1
STU1259,Student_259,CS101,81.65729142219342,46.64642828542074,55.48603271046849,78.49126069437926,48.1433927272328,38.69550681725651,9.280101930265996,Yes,46.12378719417063,22.593332801060125,1
STU1260,Student_260,IT101,86.61951080144006,69.7327324355814,64.48156407862425,80.68533331267136,75.3498632962606,71.42144587796949,9.654503108558968,No,61.887573684944336,26.161241145697012,0
STU1261,Student_261,CS301,61.09604292632876,37.49185104715389,49.23318869618174,58.89636866947612,54.599936217808754,50.45958334863206,7.142834345531919,Yes,42.970627054130745,18.962183098101026,1
STU1262,Student_262,CS201,74.10711965907299,53.23125315137687,56.14359380791817,64.78538880557363,65.98716368856026,39.95387891239084,7.569004120879911,Yes,47.94504708111662,21.901410173546463,1
STU1263,Student_263,CS201,26.38098989896391,28.597327580959156,21.20703406369633,21.30379332576163,25.6839571660973,23.19076544426086,6.143078437509351,Yes,21.020992669714104,7.814331986641234,1
STU1264,Student_264,CS201,59.63418537998565,40.88466168582556,39.235277062574,38.15415568408103,44.30191620457709,34.21120508940681,9.259135267901168,Yes,34.34105849906094,12.725173863386006,1
STU1265,Student_265,IT101,71.2114777291026,62.12425219228843,54.61465175172971,55.216934843938745,65.37367547416336,53.45368855243675,8.498125235537668,Yes,49.88022134168244,20.81396790995491,0
STU1266,Student_266,CS201,56.28325227052726,33.46171817046191,34.255594236114995,40.28053573137736,54.552584545877856,48.632602391465774,10.0,Yes,36.86383917921632,15.512011732914301,1
STU1267,Student_267,CS101,99.48616955897452,69.11818805655317,73.50808168935951,100.0,66.86875752933244,68.97152162899705,6.182515384230392,No,64.10817738141209,30.946200337628284,0
STU1268,Student_268,CS201,53.54787933059051,51.706908344744846,35.32067576682736,41.896472238463446,47.227365171213165,42.35359782941658,6.932988151472674,Yes,37.57300125035634,15.990021577780254,1
STU1269,Student_269,CS301,68.39933269954524,41.4469136330896,46.26852379929144,55.56217881657972,54.690876394464034,40.81484428404693,7.847168883788359,Yes,41.10508430187668,17.473021836819598,1
STU1270,Student_270,CS101,76.96110865929137,74.79598362321059,67.23394161150642,65.81317952237916,64.7895348301205,50.84871884647805,8.469734306588656,No,55.32518212338056,24.23210448463919,0
STU1271,Student_271,CS201,96.61909933599172,77.89072271874616,83.00846459680088,77.71656237852862,85.48545330557086,63.65537897489854,7.176498543678552,No,65.82218008637061,29.70908861278437,0
STU1272,Student_272,CS201,53.46206773230841,32.91285188211102,43.35312914705837,51.831747539169605,42.83793292288674,29.44072298657408,6.1905583643194495,Yes,34.427823807019884,15.986225609794626,1
STU1273,Student_273,CS102,92.4474562823244,73.48289241896791,59.23743855587398,68.20173006104322,72.33358852918508,61.44475505432893,8.822111293385356,No,57.25375265213075,24.403967024230163,0
STU1274,Student_274,IT101,75.1534959152938,63.571077169319146,53.98720182330008,61.58533979146082,64.1371388848181,29.330631341104496,8.581703043818372,Yes,46.8655153423035,22.881865601123316,1
STU1275,Student_275,CS101,60.27737023428074,47.81631956018602,52.52026159491052,43.74647874920614,44.68213209988349,36.273067912308726,6.125588849154413,Yes,38.527308127608215,16.7461224848482,1
STU1276,Student_276,CS102,81.93155211394907,38.05444420951695,62.609772754993394,54.73009237419274,60.74548548346751,52.68402821356352,9.533164201658243,Yes,46.39283120623205,20.031179251160843,1
STU1277,Student_277,CS301,77.98589543360205,46.084160239557,76.57692067330922,57.617780311596704,71.58616449906462,50.59444532545928,9.255298063794903,No,51.95246151879695,24.01362552128322,0
STU1278,Student_278,IT101,65.99674684261808,43.747409080434224,52.093329919483146,52.55296666222792,48.51556790495782,43.010113630178125,7.701444745871689,Yes,41.270138657192156,16.929037269993476,1
STU1279,Student_279,CS101,76.04703127485028,52.38385569579536,58.49574997294019,57.57290905045755,69.7070853431694,52.29352508470934,7.6193967935640545,Yes,49.67875365677265,21.560775913532847,0
STU1280,Student_280,CS201,69.2202960470736,54.898673184043936,49.77550871879303,50.583278316051576,62.03932226402746,55.09162399678667,8.331086656673861,Yes,46.786582189396086,19.337008762762306,1
STU1281,Student_281,CS101,76.70276017876873,55.73645571385469,58.55136573343366,50.57536502789148,51.95993218862037,67.10750680702319,6.207445394615613,Yes,48.35634514423983,21.468349631362,1
STU1282,Student_282,CS201,84.9319601178157,42.44036000984352,62.40401388209755,67.23973617624571,66.437476697202,48.4152052159469,7.545047218746123,Yes,49.08030653334697,22.708000504210354,0
STU1283,Student_283,IT101,98.79025224218027,74.78715280994831,81.08811266012945,64.16703126329718,95.76835131903417,45.38027336914607,4.271424683086229,No,60.910391017440226,32.479363085529364,0
STU1284,Student_284,CS201,56.43276751759726,44.67149377429221,47.72351158091949,49.43542016400367,42.43086375844912,27.74184725049282,8.814683468254403,Yes,36.80296999940195,15.734497186591943,1
STU1285,Student_285,CS301,100.0,78.3968567189656,67.14010539492051,80.82439752934503,80.35595737690612,60.255941576101456,5.15776016633721,No,62.02183646042932,29.053935414695104,0
STU1286,Student_286,CS201,45.71868300716247,39.41485881379615,28.202790514132182,29.911212908664822,40.97336210694708,28.78520227047056,9.7551297426435,Yes,29.50709272610905,11.154952687255273,1
STU1287,Student_287,CS301,72.72322357446625,60.00308259547045,41.18894029316696,55.929910775417845,67.51180835356362,39.70693728741893,7.004819859050325,Yes,45.22424986068136,21.6204053023257,1
STU1288,Student_288,IT101,83.82475809726864,64.4509295277493,67.12679358234693,60.75487360282074,69.14252575520472,36.94799749877081,7.182499527103235,Yes,50.93426991566596,24.424233766963173,0
STU1289,Student_289,IT101,79.2148780160255,54.616689370102186,50.67085340051717,65.9002394036884,62.59947659503867,48.22410346943056,6.558399140873242,Yes,48.094960229941705,21.456373053834056,1
STU1290,Student_290,CS101,65.65950720269109,29.6029735852465,35.108856862561375,61.32893733370359,65.14979154019582,48.34413153591041,7.067941689116886,Yes,41.10043875778909,21.754706270977177,1
STU1291,Student_291,CS301,71.87816624464087,54.94674183772938,56.70165643703937,44.02413714465563,73.59533321966398,58.86864174440631,9.627797017722056,Yes,49.62738456686946,21.76955519476203,0
STU1292,Student_292,CS301,67.6049859801175,49.429598662918025,67.55765922753648,54.8616224309049,64.08180656306273,39.78657464800578,3.768287015197381,Yes,46.580924757937545,23.246824702915685,1
STU1293,Student_293,CS102,66.15952864583683,49.00679923094033,49.57948161978463,51.86819188912656,56.80006015866533,40.84692180313243,9.415448079132284,Yes,42.919483796796925,17.210326431793664,1
STU1294,Student_294,CS102,87.74403145531537,44.61676193912481,73.1652796803342,76.08583364278064,67.4903774466266,45.15837290650356,8.007035221652561,No,52.42061013950373,25.704815805041854,0
STU1295,Student_295,CS102,80.35523228947571,43.21838018924856,60.92396592852561,65.99733229011782,61.62889212681949,55.74340223494228,5.689467528214177,Yes,48.86690671631132,22.561807224560262,0
STU1296,Student_296,CS201,64.60635607109019,55.43050448571966,47.81587703873628,46.82688501678636,58.29117589412332,34.26167276147503,5.887031410426143,Yes,41.4188577678778,19.312720981195202,1
STU1297,Student_297,CS102,88.49399813149876,61.42073963532684,74.50377385544647,67.9717626665261,78.9224715495285,72.08947301886447,10.0,No,60.8180367876154,25.597371503628864,0
STU1298,Student_298,CS301,79.60949281314915,63.86473369965071,57.3962586859192,57.35047277789149,78.82612420238564,27.2922598382299,6.081739680085903,Yes,48.46859814736047,26.69192489378671,1
STU1299,Student_299,CS201,87.1929317825844,61.4054265835296,67.72617081694418,79.13636712940766,79.78545706984465,54.76361914838093,5.769974234106061,No,58.09783583036886,27.44427009622148,0
STU1300,Student_300,IT101,84.44443262885419,59.48801388773942,66.04988334385759,67.73551111113211,59.085091406754586,64.19647052388405,9.205971813547094,No,54.29349034781914,22.35976993593304,0
STU1301,Student_301,CS101,62.56507483616892,52.6011218660863,42.743893204175954,61.94687362213156,59.76183175339998,46.09587643955592,8.007829314428871,Yes,45.19290436662977,19.684377757047127,1
STU1302,Student_302,CS102,66.59728439704546,41.46302244892855,56.55469594638379,52.87384297069951,49.96087899321348,82.4878448401171,6.0931116351954016,Yes,48.238899472422965,24.85465987035829,1
STU1303,Student_303,IT101,86.20940407684893,61.58956008871713,63.148735421422536,62.86039073954332,69.96780001155739,66.37779318660753,7.824937463106928,No,55.29486948515913,23.45235163463465,0
STU1304,Student_304,CS301,84.15555398150197,53.07343283511163,56.75665022953058,54.58569585719104,73.63779458061641,42.00953362206877,5.961370974539584,Yes,47.670746349843,22.827913241575946,1
STU1305,Student_305,CS101,74.68647609053778,47.41288444814357,60.02186002831925,46.282166040571255,78.38844190299848,50.8545556218326,9.151232097633908,Yes,48.685190023249845,22.741312719973276,0
