Roll No,name,class,Attendance_Percent,quiz_1,quiz_2,assignment_1,assignment_2,lab_score,prior_gpa,At Risk
STU1211,Student_211,CS301,150%,61.13934957494479,52.278379403336004,76.10182392097195,60.580027141834,44.81622089595156,9.275240500334892,Yes
STU1212,Student_212,CS201,92%,63.088312518065706,62.648065466783066,72.51887788224921,83.79202711032546,92.6292675008666,5.732938698935429,No
STU1213,Student_213,CS101,89%,55.21700780808005,60.56642265014053,52.04390369923511,83.79364139813123,71.4455941394501,10.0,No
STU1214,Student_214,CS301,84%,64.41487541435222,71.16450326885638,75.00036219429175,68.22282942648972,35.61552811618926,9.784857932568388,No
STU1215,Student_215,CS101,70%,48.79297892345975,50.63058125402896,52.454966438892,56.42728577194922,54.356686781465804,8.60343299586862,Yes
STU1216,Student_216,CS301,86%,74.76541036893157,75.56696601801302,68.32556306658938,75.72363437273725,24.187212755822294,10.0,No
STU1217,Student_217,CS201,63%,45.471770778865874,43.28527245887877,52.83110574952537,51.12734252988905,52.31773039791379,5.015065188483339,Yes
STU1218,Student_218,CS101,71%,51.624212374761086,55.57914037767375,58.51925351433834,60.25806030485486,62.662959014733225,6.713327795606022,Yes
STU1219,Student_219,CS201,67%,43.71013461543527,45.13272770163252,58.980012978122936,71.7808355583619,39.38086737765254,6.397044808977071,Yes
STU1220,Student_220,CS301,76%,52.70854985534292,73.52315088443419,57.662859285654726,62.91086499659832,55.2432399867287,8.582218985636015,No
STU1221,Student_221,CS201,100%,74.6170265333809,63.12401580970487,85.13105798176083,81.41659847978778,100.0,5.924788890596782,No
STU1222,Student_222,CS101,46%,20.83933136482577,36.69914576781907,36.37318132237757,36.89950366380734,28.140604565266518,8.636242724006228,Yes
STU1223,Student_223,CS101,85%,42.45693253526569,69.37615751314915,74.53672522304724,78.84732119957967,41.64205982623594,9.555804215995071,No
STU1224,Student_224,CS201,50%,41.23118835820358,40.209429122086675,43.77404631369924,42.26708599378425,50.622928134710754,8.542804350126,Yes
STU1225,Student_225,CS102,67%,49.28551868686733,49.68227379412893,47.98322234317366,53.3222606681266,74.20490096336795,7.925626535492252,Yes
STU1226,Student_226,CS301,91%,61.413384015294774,67.314986475172,82.98614434547815,89.70215257546013,64.00148955806978,6.018189988648876,No
STU1227,Student_227,CS301,75%,53.38498804801929,57.305960558050415,56.699956780060596,75.3534709396766,68.54193632131891,6.229723550811953,No
STU1228,Student_228,CS201,58%,44.25111418938215,43.260502195482026,51.82117604341308,46.47623238214193,56.96851257666148,9.374428357945,Yes
STU1229,Student_229,CS102,64%,39.785721877517105,54.39772718550475,53.776927372930274,42.63354249776604,35.44535274149981,8.669023505857998,Yes
STU1230,Student_230,CS101,85%,49.689746389458655,82.72779687122495,83.81538879649717,80.9982800261451,51.36675057351347,7.441470720933684,No
STU1231,Student_231,IT101,64%,46.71257209838617,44.46294710146268,49.80442369687791,50.05314792212662,60.59729904757321,6.873135681351164,Yes
STU1232,Student_232,IT101,78%,43.289622761503736,47.966878354506825,59.86420817258965,72.6962455640142,81.14223681382256,4.461288190332935,No
STU1233,Student_233,CS201,75%,57.613208686531195,56.09453307322273,60.399887553932004,49.42059044227287,61.49867177093973,5.893721371973342,Yes
STU1234,Student_234,CS102,65%,29.000289956249233,65.74590687013566,50.20327553529593,61.264150501408864,34.180843063319685,10.0,Yes
STU1235,Student_235,CS102,100%,85.43733455988465,66.9632543203027,87.9994190194205,72.8882807071922,100.0,5.5793166434963,No
STU1236,Student_236,CS301,84%,65.14694561298862,77.23356602606631,53.9477836435482,78.00806634140918,50.181808609898816,7.784219731831621,No
STU1237,Student_237,CS101,44%,32.94971973470449,40.95352695629072,30.9964565262496,37.99312253261204,28.245041501668084,9.011165959792798,Yes
STU1238,Student_238,CS102,77%,65.92530456605974,54.04087085393798,53.93028517231142,58.705947686672644,59.78432892147154,5.617615997996561,Yes
STU1239,Student_239,IT101,65%,61.8079056194192,52.50745741451462,58.242518309979026,52.66350691109846,65.77808143913019,7.777065712171625,Yes
STU1240,Student_240,CS101,87%,74.80774967560626,80.13499903565811,85.24607610452466,80.64347454232082,76.44406243222852,8.906873306265982,No
STU1241,Student_241,CS101,63%,26.75129190562318,44.94138353109756,49.83054925748261,54.313683658079114,49.41514621379408,7.518748982860876,Yes
STU1242,Student_242,CS201,73%,37.23035823125001,53.46739946183572,57.386054784113824,66.56962752625095,58.08512708441461,10.0,Yes
STU1243,Student_243,CS102,82%,50.0632252050527,57.127887840960625,66.63830174797017,86.50900822012849,58.521009521288796,4.997101111682707,No
STU1244,Student_244,CS201,87%,61.93477789370125,57.0612740885927,80.61200286281777,61.02519118742233,71.41215880786181,9.088092794825819,No
STU1245,Student_245,CS102,56%,44.3225271159065,39.046072089414544,40.31094256146267,57.663613457533145,11.06215217856441,7.240797393905304,Yes
STU1246,Student_246,CS301,69%,41.36933408110201,43.921423393813626,57.65415046145311,60.21541798934873,44.836271822478544,8.657880232255012,Yes
STU1247,Student_247,CS201,67%,49.41461633527163,51.1382095862267,60.919890176856086,51.59387682452034,50.78905909215463,8.16196072754887,Yes
STU1248,Student_248,CS201,65%,38.25239100986192,43.8798159308307,55.42718627942336,46.74639926192236,30.630805247481423,6.4002657043350055,Yes
STU1249,Student_249,IT101,100%,60.82723295512078,77.33785911790747,81.89581616598744,83.10879609222967,77.7264663562312,7.84349458868901,No
STU1250,Student_250,CS201,81%,39.64560858562396,48.191662980469175,72.97573426476295,76.38576981303741,53.4368183355465,4.713147822902569,Yes
STU1251,Student_251,CS102,56%,31.49354692952662,43.920854891930375,29.707843685109783,46.95834813830704,58.95250053352105,8.404871250857092,Yes
STU1252,Student_252,IT101,88%,44.13961393708271,73.97501088987654,77.03170220210666,88.8669492116709,90.06429116552184,7.947237698985789,No
STU1253,Student_253,CS201,100%,55.36190120534001,55.062643574285445,73.45924316872576,70.48824309948441,60.68388861763674,8.457990252964654,No
STU1254,Student_254,CS201,90%,77.64201468976539,71.24995907583,55.824739093950726,76.80454283515022,60.611115470765675,9.087177487630726,No
STU1255,Student_255,CS301,52%,29.11147621227658,45.566680233621625,44.43652109063539,37.839355578486426,35.774463004079394,8.051429760314566,Yes
STU1256,Student_256,CS201,67%,74.16179001498337,42.60868313585102,63.49387180624949,60.03913026932129,41.296776815578255,7.722134129697414,Yes
STU1257,Student_257,CS101,94%,72.75862083598805,86.22554423669183,73.91086734710034,88.24018386174014,69.46917980678697,6.178397495008062,No
STU1258,Student_258,IT101,64%,46.85457052058519,50.98657064437078,57.6430451841654,52.01814127128325,35.3050787771229,6.431668854526423,Yes
STU1259,Student_259,CS101,81%,46.64642828542074,55.48603271046849,78.49126069437926,48.1433927272328,38.69550681725651,9.280101930265996,Yes
STU1260,Student_260,IT101,86%,69.7327324355814,64.48156407862425,80.68533331267136,75.3498632962606,71.42144587796949,9.654503108558968,No
STU1261,Student_261,CS301,61%,37.49185104715389,49.23318869618174,58.89636866947612,54.599936217808754,50.45958334863206,7.142834345531919,Yes
STU1262,Student_262,CS201,74%,53.23125315137687,56.14359380791817,64.78538880557363,65.98716368856026,39.95387891239084,7.569004120879911,Yes
STU1263,Student_263,CS201,26%,28.597327580959153,21.20703406369633,21.30379332576163,25.6839571660973,23.19076544426086,6.143078437509351,Yes
STU1264,Student_264,CS201,59%,40.88466168582556,39.235277062574,38.154155684081026,44.30191620457709,34.21120508940681,9.259135267901167,Yes
STU1265,Student_265,IT101,71%,62.12425219228843,54.61465175172971,55.216934843938745,65.37367547416336,53.45368855243675,8.498125235537668,Yes
STU1266,Student_266,CS201,56%,33.46171817046191,34.255594236114995,40.28053573137736,54.552584545877856,48.632602391465774,10.0,Yes
STU1267,Student_267,CS101,99%,69.11818805655317,73.50808168935951,100.0,66.86875752933244,68.97152162899705,6.182515384230392,No
STU1268,Student_268,CS201,53%,51.706908344744846,35.32067576682736,41.896472238463446,47.227365171213165,42.35359782941658,6.932988151472674,Yes
STU1269,Student_269,CS301,68%,41.4469136330896,46.268523799291444,55.56217881657972,54.690876394464034,40.814844284046934,7.847168883788359,Yes
STU1270,Student_270,CS101,76%,74.79598362321059,67.23394161150642,65.81317952237916,64.7895348301205,50.84871884647805,8.469734306588656,No
STU1271,Student_271,CS201,96%,77.89072271874616,83.00846459680088,77.71656237852862,85.48545330557086,63.65537897489854,7.176498543678552,No
STU1272,Student_272,CS201,53%,32.91285188211102,43.35312914705837,51.831747539169605,42.83793292288674,29.440722986574077,6.1905583643194495,Yes
STU1273,Student_273,CS102,92%,73.48289241896791,59.23743855587398,68.20173006104322,72.33358852918508,61.44475505432893,8.822111293385356,No
STU1274,Student_274,IT101,75%,63.571077169319146,53.987201823300076,61.58533979146082,64.1371388848181,29.330631341104496,8.581703043818372,Yes
STU1275,Student_275,CS101,60%,47.816319560186024,52.52026159491052,43.74647874920614,44.68213209988349,36.273067912308726,6.125588849154413,Yes
STU1276,Student_276,CS102,81%,38.05444420951695,62.609772754993394,54.73009237419274,60.74548548346751,52.684028213563515,9.533164201658243,Yes
STU1277,Student_277,CS301,77%,46.084160239557,76.57692067330922,57.617780311596704,71.58616449906462,50.594445325459276,9.255298063794905,No
STU1278,Student_278,IT101,65%,43.747409080434224,52.093329919483146,52.55296666222792,48.51556790495782,43.010113630178125,7.701444745871689,Yes
STU1279,Student_279,CS101,76%,52.38385569579536,58.49574997294019,57.57290905045755,69.7070853431694,52.29352508470934,7.6193967935640545,Yes
STU1280,Student_280,CS201,69%,54.898673184043936,49.77550871879303,50.583278316051576,62.03932226402746,55.09162399678667,8.331086656673861,Yes
STU1281,Student_281,CS101,76%,55.73645571385469,58.55136573343366,50.57536502789148,51.95993218862037,67.10750680702319,6.207445394615613,Yes
STU1282,Student_282,CS201,84%,42.440360009843516,62.40401388209755,67.23973617624571,66.437476697202,48.4152052159469,7.545047218746123,Yes
STU1283,Student_283,IT101,98%,74.78715280994831,81.08811266012945,64.16703126329718,95.76835131903417,45.38027336914607,4.271424683086229,No
STU1284,Student_284,CS201,56%,44.67149377429221,47.72351158091949,49.43542016400367,42.43086375844912,27.74184725049282,8.814683468254403,Yes
STU1285,Student_285,CS301,100%,78.3968567189656,67.14010539492051,80.82439752934503,80.35595737690612,60.255941576101456,5.15776016633721,No
STU1286,Student_286,CS201,45%,39.41485881379615,28.202790514132182,29.911212908664822,40.97336210694708,28.785202270470556,9.755129742643499,Yes
STU1287,Student_287,CS301,72%,60.00308259547045,41.18894029316696,55.929910775417845,67.51180835356362,39.70693728741893,7.004819859050325,Yes
STU1288,Student_288,IT101,83%,64.4509295277493,67.12679358234693,60.754873602820744,69.14252575520472,36.94799749877081,7.182499527103235,Yes
STU1289,Student_289,IT101,79%,54.616689370102186,50.670853400517174,65.9002394036884,62.59947659503867,48.22410346943056,6.558399140873242,Yes
STU1290,Student_290,CS101,65%,29.6029735852465,35.108856862561375,61.32893733370359,65.14979154019582,48.34413153591041,7.067941689116886,Yes
STU1291,Student_291,CS301,71%,54.946741837729384,56.70165643703937,44.02413714465563,73.59533321966398,58.86864174440631,9.627797017722056,Yes
STU1292,Student_292,CS301,67%,49.429598662918025,67.55765922753648,54.8616224309049,64.08180656306273,39.78657464800578,3.768287015197381,Yes
STU1293,Student_293,CS102,66%,49.00679923094033,49.57948161978463,51.86819188912656,56.80006015866533,40.84692180313243,9.415448079132283,Yes
STU1294,Student_294,CS102,87%,44.61676193912481,73.1652796803342,76.08583364278064,67.4903774466266,45.15837290650356,8.007035221652561,No
STU1295,Student_295,CS102,80%,43.21838018924856,60.92396592852561,65.99733229011782,61.628892126819494,55.74340223494228,5.689467528214177,Yes
STU1296,Student_296,CS201,64%,55.43050448571966,47.81587703873628,46.82688501678636,58.29117589412332,34.26167276147503,5.887031410426143,Yes
STU1297,Student_297,CS102,88%,61.42073963532684,74.50377385544647,67.9717626665261,78.9224715495285,72.08947301886447,10.0,No
STU1298,Student_298,CS301,79%,63.86473369965071,57.3962586859192,57.35047277789149,78.82612420238564,27.2922598382299,6.081739680085903,Yes
STU1299,Student_299,CS201,87%,61.405426583529604,67.72617081694418,79.13636712940766,79.78545706984465,54.76361914838093,5.769974234106061,No
STU1300,Student_300,IT101,84%,59.48801388773942,66.04988334385759,67.73551111113211,59.085091406754586,64.19647052388405,9.205971813547094,No
STU1301,Student_301,CS101,-10%,52.6011218660863,42.743893204175954,61.94687362213156,59.76183175339998,46.09587643955592,8.007829314428871,Yes
STU1302,Student_302,CS102,-10%,41.46302244892855,56.55469594638379,52.873842970699506,49.96087899321348,82.4878448401171,6.0931116351954016,Yes
STU1303,Student_303,IT101,-10%,61.58956008871713,63.148735421422536,62.86039073954332,69.96780001155739,66.37779318660753,7.824937463106928,No
STU1304,Student_304,CS301,-10%,53.07343283511163,56.75665022953058,54.58569585719104,73.63779458061641,42.00953362206877,5.961370974539584,Yes
STU1305,Student_305,CS101,-10%,47.41288444814357,60.02186002831925,46.282166040571255,78.38844190299848,50.854555621832596,9.151232097633908,Yes
STU1306,Student_306,IT101,-10%,50.17213383418318,50.67330085285562,49.24811523966688,89.11763121694648,26.463035519493125,9.0920564473097,Yes
STU1307,Student_307,CS101,94%,69.05306451157506,70.88909787112809,77.84737614913757,85.7534334960093,64.39754675546959,8.298009298232914,No
STU1308,Student_308,CS102,66%,41.539809894306245,49.53452120702978,56.26516025540303,54.99605096918992,35.271095948066524,8.042491591870524,Yes
STU1309,Student_309,CS301,83%,73.9175759122889,71.44019821233567,53.408640370481166,75.17292393427856,73.47779950321028,10.0,No
STU1310,Student_310,CS101,71%,40.71963180195031,57.391598664500826,64.01502027023461,67.56024326801447,42.46721204773026,7.499529491082338,Yes
STU1311,Student_311,IT101,71%,48.20356786908661,53.62155612084433,53.922597640091546,58.67426243902496,48.539111864324205,5.727188811868798,Yes
STU1312,Student_312,CS102,91%,58.00305834743518,76.0923008487028,74.52820895914272,94.18229505563059,52.408780592097145,8.17421086924846,No
STU1313,Student_313,CS102,87%,80.13268106868561,77.6837406029134,83.99278079687872,76.28444539262391,91.55547094501333,10.0,No
STU1314,Student_314,IT101,87%,63.61286562432369,70.26623679156272,77.58279163910039,78.46269922603645,55.43920742904077,5.977860760221222,No
STU1315,Student_315,IT101,94%,80.8466436958896,71.03455391801765,73.12592422168947,86.69331167896695,100.0,6.957805849959021,No
STU1316,Student_316,CS101,75%,35.937780572152896,46.60619107503374,53.540026718428,67.19298096803186,64.98411771294766,8.124669057152179,Yes
STU1317,Student_317,CS201,85%,63.07458206478925,54.84408231305137,49.8436647856476,79.59513108808528,67.87774761983432,7.419142726491391,No
STU1318,Student_318,CS102,70%,58.62949406810396,50.61236532424209,51.21784307834252,55.45196967061184,54.42997935253139,6.026544629434028,Yes
STU1319,Student_319,CS101,79%,56.889457406988306,55.0291549282436,62.203857459522425,63.42438387488554,62.19367367572011,9.182786784345707,Yes
STU1320,Student_320,IT101,73%,62.808156190269905,53.42010539064715,51.22714873226296,54.05428545775602,22.971028830845775,10.0,Yes
STU1321,Student_321,CS101,76%,47.58606906090095,57.77432126409463,60.16042723244263,68.34690255227811,49.25405502835391,7.794197188535861,Yes
STU1322,Student_322,IT101,83%,76.49156928736832,67.39108773995842,67.78688183452518,77.87566014931326,72.9355234473155,6.143897565395999,No
STU1323,Student_323,CS301,62%,65.53902323163335,46.6028018157062,48.770904660233946,56.18914394394956,43.295251134548074,5.176559212419788,Yes
STU1324,Student_324,IT101,100%,64.55742159340511,79.86501643826202,73.4999741917654,100.0,41.896203063928496,7.886963971831771,No
STU1325,Student_325,IT101,59%,37.93332650856446,45.31856899626275,48.93819716454954,50.88975278297478,41.308910100037714,9.155816014974386,Yes
STU1326,Student_326,IT101,56%,52.131058448535725,31.372262373198602,47.939392561965,52.066689849224396,59.10528577108265,8.212751619743072,Yes
STU1327,Student_327,CS201,92%,86.54632008548052,60.601950073067655,63.825132859117964,68.43169108318126,87.69565646628524,7.496394238621719,No
STU1328,Student_328,IT101,86%,53.99894323139775,63.90444552537724,81.75741896877646,70.48077298952971,59.73513936284671,6.616092522316041,No
STU1329,Student_329,CS102,84%,53.73610081803866,53.06614567814202,66.65773060186676,77.57520919616555,75.10645228111463,5.861754550922866,No
STU1330,Student_330,CS102,84%,55.52917028709033,68.38379623925229,67.69928439715079,78.92996532098157,52.909143420667874,8.752126989487323,No
STU1331,Student_331,CS101,74%,37.28338729100003,67.56473491145654,65.1516368885084,61.394501758369294,26.87593586755915,8.870657432078378,Yes
STU1332,Student_332,CS201,61%,34.598589769879595,53.6562931096609,50.6681872367305,51.8693764872073,31.700282724873087,5.1814053199639005,Yes
STU1333,Student_333,CS101,76%,41.82809772890048,55.47770983390716,68.16655760482213,53.159862393722456,77.0947016664652,9.884758467271027,Yes
STU1334,Student_334,CS102,64%,37.92190642658305,58.29818277852564,53.7358464641815,52.80111892918801,41.83651867438529,8.361106831341003,Yes
STU1335,Student_335,CS102,89%,62.2724529019651,68.55255578681776,66.21235683696806,84.16299561705134,58.37601194700216,9.59939196771869,No
STU1336,Student_336,CS301,72%,53.513316473392294,52.141816145096236,60.86684521828919,66.0621737914037,46.59060481015985,5.486808377272327,Yes
STU1337,Student_337,IT101,62%,58.39555890433928,43.12217982841436,42.9323012506469,56.359956426959116,67.67875002626602,5.451263766876842,Yes
STU1338,Student_338,CS102,70%,38.61589362504581,50.51170084489262,56.90523336487212,60.001638335261305,71.94715186955405,7.276546035349055,Yes
STU1339,Student_339,CS101,81%,68.82393703158337,57.74371709424708,64.68536995893047,69.0722246322717,92.8660962171633,8.254176640342791,No
STU1340,Student_340,CS101,66%,44.44493692043244,51.0421187356477,51.85040981025365,52.16846226428349,44.464187109882644,10.0,Yes
STU1341,Student_341,IT101,62%,43.40172677252496,48.00628460442689,49.327853162661505,57.646016637909014,47.57184772552861,8.559118370722697,Yes
STU1342,Student_342,IT101,78%,63.02043598822892,59.01543969467062,48.1225048771516,70.16818761383998,31.2003182982582,7.13597808478195,Yes
STU1343,Student_343,CS301,78%,41.822710185222405,62.443463065914685,58.62253315655059,70.7442573967527,78.31156407477158,5.960446188501162,No
STU1344,Student_344,CS201,67%,51.043021278371036,58.571351333046366,54.54241802060257,53.74121785425788,31.43639701114384,9.345000859078725,Yes
STU1345,Student_345,CS101,67%,49.2502730596275,57.40156052102707,55.43351554651756,43.1156502049191,50.49940246468444,6.052941861373927,Yes
STU1346,Student_346,IT101,78%,60.73371595351761,47.20697131105721,54.71932776323314,75.31917336651388,37.713099479363784,9.942702832158481,Yes
STU1347,Student_347,CS101,53%,39.60609534132746,26.352082453696333,49.36651915061753,42.73573925909836,31.020298506280223,7.073423025590236,Yes
STU1348,Student_348,IT101,53%,57.56832843821463,45.45089972943632,38.442787927579616,41.15550709632664,28.697943527347377,9.885873108926775,Yes
STU1349,Student_349,CS102,64%,38.812667218302806,39.38895142583885,57.604846963716284,59.04358914314883,37.14838017153673,8.518396935088917,Yes
STU1350,Student_350,CS101,71%,44.54010368538396,52.23494233130264,60.50581676384217,58.21396498841916,42.517186976021954,7.294506765836313,Yes
STU1351,Student_351,CS102,79%,48.31828553228403,50.426166928922406,58.5828105237578,76.15790770300325,47.02911476593237,6.72090544226081,Yes
STU1352,Student_352,CS101,97%,59.898187789883245,55.34505959672458,94.94793024161054,88.5537917333363,84.17964205729481,6.98863818398088,No
STU1353,Student_353,CS201,87%,53.10483315368394,70.65622730173371,59.80403806720416,80.69133483208219,42.089695527319606,8.142475038562857,No
STU1354,Student_354,CS301,72%,63.76919990914697,59.962227999651866,64.75388169150848,51.79381933162913,54.02294762569411,7.615734744326575,Yes
STU1355,Student_355,CS102,74%,68.22022424766817,51.728684218101776,67.24763196841458,72.56255337144994,70.50023420823346,6.609282887896942,No
STU1356,Student_356,IT101,59%,36.839973184916005,29.435121431078418,43.94847073444978,52.5342625914881,35.81897947935221,7.2515528845235515,Yes
STU1357,Student_357,CS201,74%,42.97628327647487,51.96006290482537,70.18266376937663,60.75463368859712,41.576701501033625,7.6178655445787244,Yes
STU1358,Student_358,CS101,70%,54.46633341172297,55.771473936283115,54.76901460332249,61.08293037910534,46.21084368726111,4.306898858377782,Yes
STU1359,Student_359,CS102,79%,49.27505722725831,48.072838719484345,66.17757513228597,53.68306128179914,74.72658067147076,8.187252172183047,Yes
STU1360,Student_360,CS101,62%,49.7565012766362,48.09132978420715,51.702623047685286,55.760626179573215,46.24397404088822,6.030418162924789,Yes
STU1361,Student_361,CS101,82%,60.473143952070856,61.965897741213396,65.12021344479268,61.8494809882591,49.15727110375971,5.770001395191382,Yes
STU1362,Student_362,CS101,97%,46.31434732158366,79.16985295340247,86.33806509161393,70.03745842159431,78.07687807145551,4.968983479333934,No
STU1363,Student_363,CS301,73%,68.38876144143875,55.90379272503463,64.51659369609014,51.19397222718746,35.18329256723376,4.809161253198164,Yes
STU1364,Student_364,CS301,81%,78.54480340802455,52.884900017057646,50.652942180729084,77.88745721410096,67.7594960456087,5.466828745331567,No
STU1365,Student_365,IT101,85%,51.90108617093312,74.22711611802343,79.41455359477355,67.17843691607953,66.72161516363208,6.436468563554264,No
STU1366,Student_366,CS102,68%,44.275538552282775,50.642705858728675,43.71720315702155,69.21435237455371,44.040555158237865,10.0,Yes
STU1367,Student_367,CS201,78%,58.213092345624865,58.5570782610075,70.78028507655971,62.408564550771025,41.71042176394588,6.711180486157194,Yes
STU1368,Student_368,CS201,75%,56.40433522693622,49.374526689480035,68.62267921955717,51.07311882450078,39.29851004934009,7.766625159402047,Yes
STU1369,Student_369,CS201,76%,61.078951181703886,53.95929210345953,52.830022939145245,56.457850330039754,61.704575692503035,8.100722079759493,Yes
STU1370,Student_370,CS101,63%,63.50190583460067,41.94356130851124,48.11912062997978,61.72977069599339,59.96806294907857,7.696597779323773,Yes
STU1371,Student_371,CS301,75%,50.75694225380469,55.22228560388826,51.960685556307524,62.887536750014704,43.15087905247824,7.3838348089110095,Yes
STU1372,Student_372,CS102,82%,47.85364906372589,75.96893622491073,64.20352630902512,65.57775428455412,65.2896099966443,5.7070593546011334,No
STU1373,Student_373,CS101,96%,47.71608843478984,59.29986865457172,74.43296318843065,83.80053183164816,27.345874850797102,9.676391322418818,Yes
STU1374,Student_374,CS301,89%,52.77177103229054,52.61832274676239,78.4805623093266,80.46609186360108,52.12065751374191,10.0,No
STU1375,Student_375,CS301,100%,69.50309540689304,89.71170327493608,93.10308746119608,96.1739881590246,69.37882134258196,4.976011958815971,No
STU1376,Student_376,CS102,63%,61.53326494742868,46.28834835914632,59.6529959701101,63.16280926651898,32.89172939401002,5.96395711367043,Yes
STU1377,Student_377,CS102,88%,54.820312781024825,60.17009268705786,65.51600128497768,71.7030728535202,45.16096955227488,7.080284486434491,Yes
STU1378,Student_378,CS102,77%,57.035022412995794,66.3978700367729,60.573401278811275,55.777572563842234,44.04110158339718,6.053193307634713,Yes
STU1379,Student_379,CS101,100%,69.75365655890872,68.94384460263136,63.1656180777905,80.86534838876725,75.84385456652747,8.258948330183799,No
STU1380,Student_380,IT101,62%,55.22099577823658,58.637776360603816,45.233470166468635,55.080724230319994,41.6571859008007,6.40759169639008,Yes
STU1381,Student_381,CS102,62%,67.33658965680799,51.03366956819626,55.94441465589802,47.02928869701913,15.747927120649857,10.0,Yes
STU1382,Student_382,IT101,66%,40.95005091339891,46.286172942168136,63.471606737472726,49.78967573732806,18.209271157356195,9.285822891515394,Yes
STU1383,Student_383,CS101,43%,27.031817429781338,41.663138165746396,29.1880772061215,38.153484209134106,24.96287229633949,7.8188610459483225,Yes
STU1384,Student_384,IT101,67%,57.49119328411535,46.27008057728037,49.71469438530817,56.720099664024026,53.12297800023455,9.040479394979599,Yes
STU1385,Student_385,CS201,63%,51.03568258380779,52.43044959527054,50.722433093004526,54.27969012515061,9.573696404476697,9.158850636535963,Yes
STU1386,Student_386,IT101,77%,75.47949211379984,60.25414206755338,63.96913587510921,59.80769628920601,46.35771317550213,6.654078767912635,No
STU1387,Student_387,CS102,80%,63.10664196078696,70.5251311948359,57.6140150484984,66.26127210326081,47.655174848784604,6.275674133187053,No
STU1388,Student_388,CS101,100%,64.61061863819411,90.61511196726853,84.2406104446409,75.75766855731696,97.76675556416896,7.617214594454471,No
STU1389,Student_389,CS102,89%,70.38740511650886,67.22792555687576,67.17576863881067,83.81349070628055,55.606321401040105,8.792454186746916,No
STU1390,Student_390,CS201,66%,57.47629281256286,44.76117413166773,52.981270452317524,63.262989712146194,51.52450315053227,7.708590597980127,Yes
STU1391,Student_391,CS102,61%,50.63852072368546,48.972757436932284,52.579971129147914,40.93676736577268,44.804780590892335,5.134505276713504,Yes
STU1392,Student_392,CS102,82%,63.93344424827081,56.201153631498876,65.95593593812698,62.364771666886654,22.56245461095143,6.295763334073737,Yes
STU1393,Student_393,CS102,55%,47.46905805502217,52.51056972330265,41.74850405242571,38.65670862408291,47.11802154394897,7.3890407046084325,Yes
STU1394,Student_394,CS301,100%,87.5394338566851,76.36535331082737,78.90390196074169,78.49976065593101,74.30793010912576,7.386501593511254,No
STU1395,Student_395,CS201,92%,84.10130089304765,66.1324773814012,73.33423102570679,78.01446163202527,74.30656813990228,10.0,No
STU1396,Student_396,CS102,67%,54.186834398076634,52.22690495340628,51.855209699973905,47.91587864983482,100.0,5.421018086401503,No
STU1397,Student_397,CS102,49%,33.276174487090096,30.335502218713998,38.16644388732787,37.36249097092082,13.961490869607315,8.258383862753812,Yes
STU1398,Student_398,CS102,95%,68.81311001680332,62.22079681289472,91.4828686290464,71.44334725364651,99.59116711893508,9.733669662492435,No
STU1399,Student_399,CS101,73%,64.55962245984706,63.75828821560868,62.736046276378325,63.808511391768285,47.08439141701327,10.0,No
STU1400,Student_400,CS301,93%,54.03130830350772,64.02905473678672,72.08906782217743,80.18099383272319,70.87398605608101,6.893403865224058,No
STU1401,Student_401,CS101,51%,38.58348273584535,32.96469220907434,44.4271610590924,39.734153176489656,35.293523851306915,8.2371441790803,Yes
STU1402,Student_402,CS301,66%,42.31195490455405,53.049442251928326,50.60397814788704,57.27515197693899,40.60584724421956,8.354640535797971,Yes
STU1403,Student_403,CS102,75%,52.878777245802446,65.21109899661452,68.87058644851527,59.712456597694114,43.99860082516389,7.793222597329936,Yes
STU1404,Student_404,CS201,75%,67.511020150973,62.22134678997761,63.362132581167565,62.29244546548155,57.98236881626859,7.351732198141041,No
STU1405,Student_405,IT101,68%,49.73066110735971,57.98469108241012,53.866887747265366,69.43281140985147,27.065189584718095,8.15396308425007,Yes
STU1406,Student_406,IT101,84%,59.6274122083798,56.874043920063784,71.25036681717471,82.99715363899134,71.70110635361235,3.701630872170472,No
STU1407,Student_407,CS102,58%,29.258176849004627,35.8526213406735,37.9226329148625,42.472169465694236,36.38008236595463,8.523104235093946,Yes
STU1408,Student_408,CS101,72%,59.16130282862357,65.58759451486077,50.08133302086412,67.98044938852765,34.53667139326381,7.689266855492951,Yes
STU1409,Student_409,CS201,76%,61.19951125730544,55.12500160286152,52.27367408825775,71.51565465465077,46.85050751994448,7.166287654832602,Yes
STU1410,Student_410,CS301,82%,84.74216342946933,59.962631892955216,67.35564243794329,60.811053627416875,78.69902514263741,10.0,No
STU1411,Student_411,CS102,85%,56.01665704163698,75.63486751086339,83.38256620842351,79.8379035535086,50.79907267663874,6.4875989718141716,No
STU1412,Student_412,CS201,58%,42.602151435327094,46.831162015355886,59.47492489849197,58.35086826241974,44.858666227816315,6.895386016402454,Yes
STU1413,Student_413,CS201,51%,38.3365558019774,41.36129803271308,44.90774835741762,38.35412611810556,28.7915682138336,10.0,Yes
STU1414,Student_414,CS301,94%,88.19677588693196,91.0106418062704,80.04833149038421,71.40070018894437,80.18957192016218,6.251908042725216,No
STU1415,Student_415,CS201,79%,54.845969294877214,54.84137071953989,49.5820600554448,76.12673940139176,66.95532468840007,6.674827075595192,No
